"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,210,"SOM","Somalia",206,"SOM","Somalia","SOMALIA","Somalia","Somalia","British Somaliland|Italian Somaliland|Oltre Giuba|Italian East Africa",NA,NA,"Somalie ","Somalia ","<U+0421><U+043E><U+043C><U+0430><U+043B><U+0438>","<U+0627><U+0644><U+0635><U+0648><U+0645><U+0627><U+0644>","<U+7D22><U+9A6C><U+91CC> ",NA,NA,"Somalia","SO",NA,"SO",706,"Unknown","Present",8777879,639065.125,13.7354999617605,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Severely indebted","HIPC",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
